A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||300.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379505||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||300.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379506|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||300.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379507|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||300.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379508|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||337.50|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379509|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||350.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379510|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||385.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379511|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||394.85|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379512|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||405.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379513|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||415.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379514|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||423.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379515|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||434.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379516|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||490.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379517|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||495.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379518|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||500.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379519|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||500.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379520|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||500.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379521|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||500.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379522|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||509.52|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379523|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||515.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379524|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||520.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379525|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||535.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379526|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||540.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379527|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||560.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379528|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||565.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379529|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||582.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379530|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||590.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379531|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||600.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379532|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||600.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379533|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||600.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379534|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||600.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379535|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||600.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379536|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||600.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379537|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||600.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379538|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||625.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379539|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||625.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379540|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||630.50|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379541|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||640.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379542|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||660.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379543|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||665.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379544|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||665.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379545|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||675.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379546|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||680.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379547|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||680.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379548|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||690.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379549|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||700.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379550|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||725.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379551|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||750.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379552|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||750.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379553|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||760.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379554|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||760.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379555|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||770.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379556|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||770.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379557|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||775.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379558|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||790.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379559|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||795.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379560|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||800.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379561|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||800.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379562|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||800.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379563|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||810.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379564|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||815.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379565|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||837.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379566|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||850.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379567|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||850.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379568|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||860.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379569|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||870.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379570|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||875.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379571|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||880.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379572|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||882.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379573|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||885.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379574|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||895.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379575|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||900.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379576|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||900.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379577|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||903.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379578|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||920.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379579|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||980.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379580|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||980.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379581|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||985.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379582|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||1000.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379583|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||1000.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379584|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||1000.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379585|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||1000.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379586|||||||||||||||||||
A|MAN GLB US|CTM|Treasury|06/17/2020|USD|||1050.00|||||||||||||||||JUN-2020|00444|111050|0000|000|000|00000|0000||||Treasury Cash Sweep Jun/17/2020|Treasury Cash Sweep Jun/17/2020|||||Home Office Fact Fund Oracle|20200617213650379587|||||||||||||||||||
